Product_Name,Category,Brand,Previous_Price,Current_Price,Expected_Future_Price,Growth_Rate,Date,Location,Quantity,Discount
Dell Inspiron,Laptop,Dell,104886.85,124964.48,141709.13,19.14,2023-02-24,Bangalore,8,8
Silver 1g,Silver,Market,89.88,107.39,122.03,19.48,2023-12-29,Mumbai,10,14
Silver 1g,Silver,Market,77.29,96.08,112.43,24.31,2023-03-14,Delhi,2,25
Bread,Grocery,Amul,95.43,113.56,128.66,19.0,2024-11-06,Kolkata,1,25
Redmi Note 14,Mobile,Xiaomi,73807.41,75345.97,76445.41,2.08,2023-05-17,Delhi,8,8
Galaxy S24,Mobile,Samsung,29910.8,30314.79,30601.4,1.35,2024-05-17,Delhi,10,8
Diesel 1L,Fuel,IndianOil,78.15,91.24,101.94,16.75,2024-05-14,Chennai,7,7
Silver 1g,Silver,Market,111.74,118.38,123.3,5.94,2023-10-12,Bangalore,3,9
Gold 24K 1g,Gold,Market,6414.6,7331.12,8064.35,14.29,2023-03-27,Delhi,9,18
Gold 22K 1g,Gold,Market,6641.73,7668.03,8497.45,15.45,2023-09-15,Bangalore,1,10
Gold 22K 1g,Gold,Market,6900.06,7507.73,7970.56,8.81,2023-04-26,Mumbai,5,15
Redmi Note 14,Mobile,OnePlus,50547.71,51712.48,52546.61,2.3,2023-06-16,Delhi,9,4
Gold 22K 1g,Gold,Market,5098.79,5067.4,5045.56,-0.62,2023-12-28,Kolkata,6,1
Petrol 1L,Fuel,BPCL,108.35,123.81,136.18,14.27,2025-01-04,Chennai,7,15
Silver 1g,Silver,Market,99.69,105.16,109.2,5.49,2024-02-17,Chennai,7,16
Sugar 1kg,Grocery,Madhur,38.32,41.97,44.77,9.53,2024-07-01,Mumbai,5,17
Asus TUF,Laptop,Lenovo,96964.58,115472.99,130901.87,19.09,2023-11-20,Bangalore,9,25
Petrol 1L,Fuel,IndianOil,91.02,103.44,113.32,13.65,2023-09-04,Bangalore,3,3
Petrol 1L,Fuel,IndianOil,100.67,135.33,167.95,34.43,2023-08-07,Hyderabad,5,16
Redmi Note 14,Mobile,Xiaomi,27587.14,36332.07,44393.98,31.7,2023-12-23,Kolkata,5,22
Petrol 1L,Fuel,IndianOil,94.26,100.16,104.55,6.26,2024-07-13,Chennai,9,7
Redmi Note 14,Mobile,Realme,66423.38,83552.87,98635.7,25.79,2023-07-03,Pune,1,3
Gold 22K 1g,Gold,Market,5942.82,7120.37,8107.98,19.81,2023-09-05,Kolkata,4,1
Onion 1kg,Vegetable,Local,63.05,72.91,80.89,15.64,2024-07-31,Delhi,3,10
Potato 1kg,Vegetable,Local,30.41,34.18,37.15,12.4,2024-11-22,Kolkata,4,21
Gold 24K 1g,Gold,Market,6863.92,7195.1,7438.11,4.82,2025-05-31,Mumbai,3,3
Tomato 1kg,Vegetable,Local,50.53,67.18,82.68,32.95,2024-04-24,Chennai,2,15
Bread,Grocery,Aashirvaad,51.87,63.32,73.1,22.07,2023-01-04,Delhi,8,12
Dell Inspiron,Laptop,Asus,72745.89,86142.67,97247.41,18.42,2024-09-03,Chennai,3,15
Gold 24K 1g,Gold,Market,6385.18,8201.09,9833.73,28.44,2025-02-18,Pune,9,3
Petrol 1L,Fuel,BPCL,79.88,87.63,93.58,9.7,2024-08-08,Delhi,4,5
Petrol 1L,Fuel,HP,82.75,92.75,100.6,12.08,2025-02-26,Pune,8,24
HP Victus,Laptop,HP,92501.91,101872.56,109096.5,10.13,2025-01-30,Kolkata,6,13
Diesel 1L,Fuel,HP,81.7,102.22,120.19,25.12,2024-08-15,Chennai,5,7
iPhone 15,Mobile,Realme,62185.45,77183.19,90213.59,24.12,2025-05-24,Bangalore,7,16
Silver 1g,Silver,Market,99.03,97.46,96.38,-1.59,2023-12-01,Pune,2,8
HP Victus,Laptop,HP,100019.49,122136.1,141041.07,22.11,2024-05-30,Kolkata,9,17
Potato 1kg,Vegetable,Local,55.01,66.57,76.36,21.01,2025-05-07,Hyderabad,3,25
Petrol 1L,Fuel,IndianOil,91.86,105.68,116.81,15.04,2023-11-04,Pune,3,4
Galaxy S24,Mobile,Samsung,31887.22,37383.58,41894.21,17.24,2023-03-13,Chennai,8,23
Onion 1kg,Vegetable,Local,59.37,66.12,71.38,11.37,2024-05-19,Chennai,8,8
Potato 1kg,Vegetable,Local,28.07,35.89,42.89,27.86,2024-07-02,Delhi,4,23
Tomato 1kg,Vegetable,Local,50.82,62.32,72.19,22.63,2023-03-13,Delhi,7,7
Potato 1kg,Vegetable,Local,23.57,25.25,26.51,7.13,2023-04-29,Kolkata,9,12
Gold 22K 1g,Gold,Market,6135.31,7233.87,8140.55,17.91,2023-10-10,Mumbai,7,25
OnePlus 12,Mobile,Apple,41489.88,49964.34,57108.12,20.43,2023-10-22,Bangalore,3,20
HP Victus,Laptop,Lenovo,51944.03,58419.98,63518.3,12.47,2024-06-10,Hyderabad,4,17
Asus TUF,Laptop,Dell,38591.58,38164.14,37868.25,-1.11,2023-12-13,Kolkata,8,12
HP Victus,Laptop,Dell,70961.17,70248.73,69755.03,-1.0,2024-11-16,Pune,7,2
Milk 1L,Grocery,Britannia,66.24,75.15,82.23,13.45,2023-12-20,Bangalore,4,1
Galaxy S24,Mobile,Apple,43436.73,53440.43,62055.75,23.03,2023-10-26,Bangalore,6,18
Onion 1kg,Vegetable,Local,50.37,59.07,66.21,17.27,2024-12-30,Bangalore,9,4
Silver 1g,Silver,Market,59.65,76.45,91.52,28.16,2024-10-30,Mumbai,5,10
Gold 24K 1g,Gold,Market,5760.41,7440.86,8960.33,29.17,2024-04-05,Bangalore,2,11
Normal Rice 1kg,Rice,IndiaGate,64.05,75.19,84.34,17.39,2024-09-13,Mumbai,9,19
Premium Rice 1kg,Rice,Fortune,68.44,74.47,79.06,8.81,2024-08-05,Kolkata,4,11
HP Victus,Laptop,HP,115803.75,133433.7,147653.45,15.22,2025-05-08,Kolkata,8,17
Realme GT,Mobile,Samsung,44951.38,51409.67,56579.99,14.37,2024-12-22,Chennai,9,6
Petrol 1L,Fuel,IndianOil,115.93,127.23,135.91,9.75,2023-01-10,Kolkata,2,6
Silver 1g,Silver,Market,105.01,122.69,137.15,16.84,2023-05-21,Mumbai,2,14
Silver 1g,Silver,Market,99.06,123.59,145.01,24.76,2024-08-03,Hyderabad,3,3
iPhone 15,Mobile,OnePlus,67831.18,85907.93,101933.82,26.65,2025-01-21,Bangalore,8,9
HP Victus,Laptop,Dell,85747.29,99265.07,110219.24,15.76,2025-01-11,Pune,10,4
Diesel 1L,Fuel,IndianOil,106.52,118.46,127.75,11.21,2023-12-11,Pune,5,9
Silver 1g,Silver,Market,88.06,97.52,104.85,10.74,2025-05-31,Pune,2,10
Lenovo LOQ,Laptop,Lenovo,64292.35,73214.12,80326.0,13.88,2024-05-01,Delhi,3,3
Galaxy S24,Mobile,Realme,35563.64,42400.96,48107.24,19.23,2023-04-19,Bangalore,2,6
Gold 22K 1g,Gold,Market,6934.19,7359.25,7675.03,6.13,2024-11-29,Mumbai,5,6
Diesel 1L,Fuel,IndianOil,83.9,107.27,128.19,27.85,2023-10-05,Delhi,7,11
Silver 1g,Silver,Market,100.08,115.81,128.55,15.72,2024-03-14,Mumbai,5,21
Diesel 1L,Fuel,IndianOil,87.27,92.44,96.27,5.92,2023-03-26,Delhi,8,14
Premium Rice 1kg,Rice,IndiaGate,59.68,70.02,78.51,17.33,2023-11-12,Kolkata,7,4
Silver 1g,Silver,Market,90.57,117.78,142.55,30.04,2023-03-14,Bangalore,7,18
Gold 24K 1g,Gold,Market,6784.29,7789.39,8597.19,14.82,2023-03-11,Delhi,1,19
Bread,Grocery,Amul,48.81,57.77,65.19,18.36,2024-11-22,Bangalore,1,5
OnePlus 12,Mobile,Apple,74186.72,83082.03,90055.36,11.99,2024-05-11,Kolkata,6,1
Wheat Flour,Grocery,Britannia,39.31,43.79,47.28,11.4,2024-08-03,Bangalore,7,19
Dell Inspiron,Laptop,Lenovo,45137.81,51406.59,56404.17,13.89,2023-04-15,Kolkata,2,3
Potato 1kg,Vegetable,Local,62.7,79.31,94.02,26.49,2023-11-10,Kolkata,4,6
Wheat Flour,Grocery,Madhur,89.36,114.19,136.4,27.79,2023-08-26,Kolkata,2,11
Wheat Flour,Grocery,Madhur,23.93,30.58,36.53,27.79,2024-02-24,Pune,8,17
Gold 24K 1g,Gold,Market,6808.63,7568.23,8159.27,11.16,2025-06-11,Pune,8,2
iPhone 15,Mobile,Samsung,42062.65,47792.01,52348.84,13.62,2024-11-24,Kolkata,7,18
Potato 1kg,Vegetable,Local,45.24,53.97,61.26,19.3,2023-05-22,Pune,4,23
Diesel 1L,Fuel,IndianOil,116.41,131.82,144.03,13.24,2024-08-18,Hyderabad,5,24
Gold 24K 1g,Gold,Market,6859.09,8159.39,9242.15,18.96,2023-11-01,Pune,4,17
Sugar 1kg,Grocery,Madhur,32.35,39.28,45.17,21.42,2025-03-07,Pune,1,0
Premium Rice 1kg,Rice,IndiaGate,65.36,64.16,63.34,-1.84,2023-07-08,Mumbai,7,8
Galaxy S24,Mobile,Samsung,56554.06,67379.73,76408.29,19.14,2024-01-16,Delhi,4,5
Galaxy S24,Mobile,Xiaomi,52104.01,60451.25,67230.4,16.02,2024-05-16,Kolkata,10,22
Dell Inspiron,Laptop,Lenovo,77231.27,97751.4,115931.99,26.57,2023-05-08,Pune,8,1
Premium Rice 1kg,Rice,IndiaGate,58.61,62.48,65.37,6.6,2023-05-23,Hyderabad,5,25
Gold 22K 1g,Gold,Market,5528.48,6744.29,7782.52,21.99,2023-09-23,Kolkata,4,21
Silver 1g,Silver,Market,60.39,62.88,64.69,4.12,2024-03-17,Kolkata,3,25
Gold 24K 1g,Gold,Market,6390.45,6792.49,7091.62,6.29,2025-02-24,Hyderabad,7,6
Gold 24K 1g,Gold,Market,6606.16,7818.26,8822.41,18.35,2023-02-06,Pune,7,4
Gold 22K 1g,Gold,Market,6079.87,6749.47,7269.81,11.01,2025-04-24,Kolkata,1,12
Silver 1g,Silver,Market,102.92,133.28,160.8,29.5,2024-10-22,Delhi,4,18
Diesel 1L,Fuel,IndianOil,87.31,100.99,112.07,15.67,2023-06-30,Mumbai,6,22
Premium Rice 1kg,Rice,Fortune,61.49,62.72,63.6,2.0,2024-09-11,Mumbai,4,25
HP Victus,Laptop,Dell,70781.84,81646.31,90418.77,15.35,2024-03-03,Mumbai,9,10
Onion 1kg,Vegetable,Local,76.7,86.54,94.31,12.83,2023-08-17,Bangalore,4,15
Silver 1g,Silver,Market,102.41,112.29,119.87,9.65,2024-01-21,Delhi,8,21
Dell Inspiron,Laptop,Dell,115646.62,123426.67,129239.08,6.73,2024-07-08,Bangalore,3,4
Silver 1g,Silver,Market,68.25,74.39,79.07,9.0,2023-11-27,Chennai,9,1
iPhone 15,Mobile,OnePlus,48216.83,51294.89,53587.08,6.38,2023-10-27,Pune,6,12
Premium Rice 1kg,Rice,Local,51.71,52.62,53.27,1.76,2024-02-28,Chennai,10,13
Gold 22K 1g,Gold,Market,6996.05,6971.87,6955.0,-0.35,2023-09-11,Bangalore,8,14
Normal Rice 1kg,Rice,Fortune,74.76,82.12,87.78,9.84,2025-04-12,Mumbai,7,25
Silver 1g,Silver,Market,61.7,62.91,63.77,1.96,2023-04-04,Hyderabad,9,19
Milk 1L,Grocery,Madhur,108.76,114.85,119.35,5.6,2023-07-02,Mumbai,6,1
Silver 1g,Silver,Market,84.97,88.88,91.74,4.6,2023-08-05,Mumbai,4,17
Normal Rice 1kg,Rice,Fortune,72.26,78.25,82.79,8.29,2024-07-01,Kolkata,3,7
Gold 24K 1g,Gold,Market,6086.45,7548.87,8818.53,24.03,2023-06-13,Delhi,5,2
Milk 1L,Grocery,Britannia,106.05,107.53,108.58,1.4,2023-01-04,Hyderabad,7,13
Gold 22K 1g,Gold,Market,5214.2,6235.44,7090.32,19.59,2024-06-22,Delhi,3,11
Silver 1g,Silver,Market,59.28,66.85,72.83,12.77,2023-06-28,Mumbai,5,11
Premium Rice 1kg,Rice,Local,39.16,39.27,39.35,0.28,2024-09-17,Mumbai,8,6
Gold 22K 1g,Gold,Market,4919.93,5456.59,5873.23,10.91,2024-05-11,Pune,3,6
Lenovo LOQ,Laptop,Asus,115613.87,128182.47,137936.94,10.87,2024-11-02,Mumbai,9,2
Silver 1g,Silver,Market,81.1,91.62,99.94,12.97,2023-01-12,Pune,1,8
Milk 1L,Grocery,Madhur,49.45,57.23,63.53,15.73,2025-04-26,Pune,7,13
Potato 1kg,Vegetable,Local,61.77,75.56,87.37,22.32,2024-07-08,Chennai,6,0
Petrol 1L,Fuel,HP,74.36,90.16,103.57,21.25,2025-01-23,Mumbai,5,17
Premium Rice 1kg,Rice,Fortune,73.32,89.07,102.46,21.48,2023-03-02,Mumbai,2,10
Silver 1g,Silver,Market,98.83,118.43,134.87,19.83,2023-03-11,Delhi,10,3
Gold 24K 1g,Gold,Market,5073.3,5608.21,6022.13,10.54,2024-06-25,Bangalore,6,22
Asus TUF,Laptop,Lenovo,54283.44,53994.75,53793.74,-0.53,2025-04-05,Hyderabad,10,9
Silver 1g,Silver,Market,100.5,98.06,96.39,-2.43,2025-06-15,Delhi,9,11
Petrol 1L,Fuel,BPCL,110.74,118.52,124.35,7.03,2024-08-22,Hyderabad,4,5
Gold 24K 1g,Gold,Market,6145.16,6370.27,6533.62,3.66,2023-08-20,Pune,9,0
Silver 1g,Silver,Market,56.18,71.39,84.92,27.07,2025-02-15,Chennai,6,5
Normal Rice 1kg,Rice,Fortune,87.01,89.6,91.47,2.98,2024-10-08,Mumbai,9,3
Silver 1g,Silver,Market,107.35,115.65,121.91,7.73,2024-03-30,Chennai,6,25
Onion 1kg,Vegetable,Local,65.88,75.73,83.66,14.95,2023-12-03,Delhi,10,19
HP Victus,Laptop,Lenovo,94007.4,121462.69,146294.3,29.21,2023-07-25,Kolkata,4,19
Premium Rice 1kg,Rice,Local,66.75,82.4,95.92,23.45,2023-12-03,Bangalore,3,6
Premium Rice 1kg,Rice,IndiaGate,56.09,65.77,73.72,17.26,2025-02-03,Mumbai,1,19
Lenovo LOQ,Laptop,Lenovo,37650.8,45968.52,53077.19,22.09,2024-04-03,Hyderabad,4,21
Tomato 1kg,Vegetable,Local,22.96,26.05,28.5,13.46,2023-11-27,Bangalore,2,5
Silver 1g,Silver,Market,67.42,77.07,84.79,14.31,2025-03-16,Mumbai,7,9
Realme GT,Mobile,Samsung,49839.01,53942.55,57051.54,8.23,2024-11-26,Delhi,3,6
Petrol 1L,Fuel,BPCL,91.7,108.21,121.85,18.0,2024-02-23,Kolkata,5,20
iPhone 15,Mobile,Xiaomi,77469.08,87362.65,95172.6,12.77,2025-04-07,Mumbai,7,22
Tomato 1kg,Vegetable,Local,64.25,66.12,67.47,2.91,2024-04-30,Hyderabad,1,20
Tomato 1kg,Vegetable,Local,34.72,43.34,50.87,24.83,2024-03-04,Kolkata,8,0
Diesel 1L,Fuel,BPCL,89.89,101.97,111.56,13.44,2024-03-05,Delhi,4,4
Onion 1kg,Vegetable,Local,27.77,32.09,35.58,15.56,2023-11-20,Chennai,8,23
Petrol 1L,Fuel,BPCL,79.43,91.21,100.68,14.83,2023-07-28,Bangalore,2,24
Potato 1kg,Vegetable,Local,38.29,44.14,48.86,15.28,2023-02-11,Hyderabad,3,0
Silver 1g,Silver,Market,74.85,99.48,122.39,32.91,2023-11-29,Delhi,10,24
Gold 22K 1g,Gold,Market,6386.22,8013.16,9442.15,25.48,2025-04-30,Bangalore,5,12
Dell Inspiron,Laptop,HP,44469.44,45502.25,46242.01,2.32,2024-05-29,Bangalore,10,24
Asus TUF,Laptop,HP,94114.3,93312.36,92755.79,-0.85,2024-05-09,Mumbai,2,7
Gold 24K 1g,Gold,Market,5330.22,6165.97,6842.72,15.68,2024-10-30,Mumbai,4,18
Normal Rice 1kg,Rice,Local,78.94,99.7,118.05,26.3,2023-11-05,Chennai,10,15
Diesel 1L,Fuel,BPCL,111.56,130.6,146.2,17.07,2023-12-27,Chennai,6,18
Tomato 1kg,Vegetable,Local,77.34,91.63,103.48,18.48,2023-03-28,Kolkata,2,8
HP Victus,Laptop,Dell,97185.85,114646.95,129065.75,17.97,2025-06-03,Delhi,8,6
Gold 24K 1g,Gold,Market,5268.6,6032.8,6645.33,14.5,2024-09-30,Delhi,2,5
Petrol 1L,Fuel,BPCL,93.15,91.34,90.1,-1.94,2024-03-18,Chennai,1,23
Silver 1g,Silver,Market,96.34,106.19,113.79,10.22,2024-08-01,Kolkata,10,25
Bread,Grocery,Aashirvaad,99.94,99.96,99.97,0.02,2024-05-28,Mumbai,10,13
Onion 1kg,Vegetable,Local,64.36,67.5,69.81,4.88,2023-12-11,Mumbai,3,6
Potato 1kg,Vegetable,Local,42.79,51.31,58.46,19.91,2024-06-18,Pune,6,20
Gold 24K 1g,Gold,Market,7091.58,8293.23,9276.92,16.94,2024-12-27,Delhi,3,0
Dell Inspiron,Laptop,Lenovo,60283.5,66148.55,70653.52,9.73,2023-08-02,Hyderabad,9,15
Wheat Flour,Grocery,Madhur,84.04,83.86,83.73,-0.21,2023-02-17,Delhi,1,6
Silver 1g,Silver,Market,82.68,95.7,106.25,15.75,2024-07-11,Chennai,7,19
Lenovo LOQ,Laptop,Dell,100214.14,103614.93,106076.27,3.39,2024-03-09,Delhi,1,14
Gold 22K 1g,Gold,Market,5343.83,6183.83,6864.26,15.72,2023-07-03,Mumbai,3,19
Galaxy S24,Mobile,Apple,15712.93,17647.24,19167.94,12.31,2025-04-19,Hyderabad,7,15
Diesel 1L,Fuel,BPCL,115.47,114.51,113.84,-0.83,2023-10-03,Pune,3,25
Galaxy S24,Mobile,Samsung,33380.67,35075.04,36321.3,5.08,2025-02-21,Delhi,8,3
Silver 1g,Silver,Market,76.02,82.04,86.59,7.92,2023-08-16,Delhi,6,14
Premium Rice 1kg,Rice,Local,70.37,82.48,92.42,17.21,2023-09-11,Bangalore,1,5
Lenovo LOQ,Laptop,Lenovo,73689.36,83180.64,90680.28,12.88,2023-06-22,Hyderabad,9,3
Galaxy S24,Mobile,Samsung,21849.55,24473.05,26530.0,12.01,2025-05-16,Delhi,5,23
Dell Inspiron,Laptop,Dell,55739.79,54993.01,54477.27,-1.34,2024-07-02,Kolkata,6,4
Bread,Grocery,Aashirvaad,61.4,70.56,77.93,14.92,2024-12-23,Hyderabad,6,11
Normal Rice 1kg,Rice,IndiaGate,40.21,45.12,48.98,12.21,2024-08-10,Bangalore,1,4
Gold 22K 1g,Gold,Market,6419.34,7966.31,9310.15,24.1,2024-03-21,Delhi,5,1
Gold 22K 1g,Gold,Market,6537.89,6398.53,6303.06,-2.13,2024-03-02,Kolkata,3,7
Redmi Note 14,Mobile,Realme,23517.74,28283.58,32295.72,20.26,2023-09-17,Hyderabad,8,24
Silver 1g,Silver,Market,60.2,71.74,81.37,19.17,2023-09-21,Mumbai,3,15
Onion 1kg,Vegetable,Local,19.32,22.63,25.34,17.13,2024-12-04,Chennai,9,6
Gold 22K 1g,Gold,Market,6264.99,6643.55,6924.55,6.04,2023-12-08,Mumbai,1,24
Galaxy S24,Mobile,OnePlus,25750.08,27867.08,29470.81,8.22,2023-12-30,Mumbai,5,2
Tomato 1kg,Vegetable,Local,57.28,65.83,72.71,14.93,2024-10-22,Kolkata,9,8
Diesel 1L,Fuel,BPCL,101.28,103.86,105.71,2.55,2024-07-29,Hyderabad,8,21
Gold 24K 1g,Gold,Market,5856.34,6314.67,6660.61,7.83,2023-09-21,Hyderabad,10,21
HP Victus,Laptop,Dell,61665.14,59869.69,58649.47,-2.91,2024-10-15,Pune,6,2
Onion 1kg,Vegetable,Local,68.83,89.54,108.4,30.09,2024-03-16,Hyderabad,7,7
Milk 1L,Grocery,Amul,38.27,46.27,53.04,20.9,2023-02-22,Mumbai,6,8
Redmi Note 14,Mobile,Xiaomi,59504.18,66639.95,72234.0,11.99,2025-03-26,Kolkata,7,2
Silver 1g,Silver,Market,61.45,74.69,85.95,21.55,2025-03-17,Mumbai,5,7
Asus TUF,Laptop,HP,57555.39,60935.37,63440.3,5.87,2024-04-19,Chennai,6,0
Silver 1g,Silver,Market,94.46,106.28,115.59,12.51,2023-06-24,Hyderabad,10,10
Normal Rice 1kg,Rice,Fortune,55.21,70.49,84.15,27.68,2023-09-11,Hyderabad,5,19
Bread,Grocery,Amul,91.86,105.19,115.88,14.51,2024-07-11,Kolkata,7,1
Sugar 1kg,Grocery,Amul,30.19,33.47,36.02,10.86,2025-05-31,Pune,9,20
Normal Rice 1kg,Rice,IndiaGate,55.3,56.21,56.86,1.65,2023-06-11,Hyderabad,8,11
Gold 22K 1g,Gold,Market,7242.64,8086.11,8745.3,11.65,2023-08-05,Bangalore,8,2
Premium Rice 1kg,Rice,IndiaGate,66.72,70.47,73.24,5.62,2023-02-25,Hyderabad,1,23
Petrol 1L,Fuel,IndianOil,100.12,129.17,155.41,29.02,2023-03-31,Delhi,3,21
Bread,Grocery,Amul,42.47,49.94,56.09,17.59,2023-10-09,Bangalore,4,0
Diesel 1L,Fuel,HP,85.81,95.48,103.01,11.27,2025-06-18,Pune,4,25
Gold 22K 1g,Gold,Market,4881.88,5260.5,5546.09,7.76,2025-02-14,Bangalore,9,25
Dell Inspiron,Laptop,HP,81942.61,90565.76,97237.18,10.52,2023-01-05,Bangalore,2,9
Onion 1kg,Vegetable,Local,45.47,49.21,52.04,8.23,2023-08-22,Pune,2,25
Wheat Flour,Grocery,Madhur,47.61,49.75,51.32,4.49,2025-06-14,Hyderabad,5,19
Lenovo LOQ,Laptop,Lenovo,102361.21,105893.2,108450.9,3.45,2023-04-28,Bangalore,9,1
Diesel 1L,Fuel,HP,110.36,128.8,143.86,16.71,2023-01-07,Chennai,1,20
Potato 1kg,Vegetable,Local,39.88,46.28,51.48,16.05,2025-02-17,Bangalore,8,8
Redmi Note 14,Mobile,Xiaomi,61678.01,73255.25,82880.49,18.77,2024-10-26,Kolkata,4,3
Premium Rice 1kg,Rice,Fortune,68.53,71.16,73.07,3.84,2025-02-03,Hyderabad,1,6
Asus TUF,Laptop,HP,45609.2,49382.15,52241.69,8.27,2023-09-08,Hyderabad,2,20
Galaxy S24,Mobile,Samsung,83126.08,81829.6,80936.22,-1.56,2023-05-05,Delhi,2,25
Petrol 1L,Fuel,BPCL,82.09,85.37,87.76,4.0,2024-07-20,Bangalore,9,12
Silver 1g,Silver,Market,100.53,103.07,104.89,2.53,2023-06-23,Chennai,5,19
HP Victus,Laptop,Lenovo,73676.6,84694.24,93559.9,14.95,2024-01-18,Kolkata,2,2
HP Victus,Laptop,Asus,73252.77,93948.36,112528.16,28.25,2025-05-26,Chennai,5,17
Onion 1kg,Vegetable,Local,59.31,63.89,67.34,7.72,2025-02-15,Kolkata,10,15
Tomato 1kg,Vegetable,Local,40.56,39.98,39.58,-1.43,2024-05-14,Chennai,4,24
Diesel 1L,Fuel,IndianOil,98.79,108.25,115.51,9.58,2024-12-16,Delhi,8,15
Realme GT,Mobile,Apple,16327.86,18947.31,21075.09,16.04,2023-02-07,Delhi,6,0
Petrol 1L,Fuel,IndianOil,91.0,104.34,115.05,14.66,2023-04-03,Kolkata,10,8
Premium Rice 1kg,Rice,Local,38.39,49.33,59.17,28.5,2023-08-08,Pune,10,2
Bread,Grocery,Amul,83.1,95.12,104.75,14.46,2023-07-11,Mumbai,9,23
Bread,Grocery,Aashirvaad,71.8,90.0,105.97,25.35,2023-04-17,Delhi,7,1
Silver 1g,Silver,Market,75.22,88.65,99.73,17.85,2024-10-22,Pune,10,18
Wheat Flour,Grocery,Madhur,72.61,92.08,109.36,26.81,2024-01-22,Chennai,8,14
HP Victus,Laptop,Asus,41753.85,47534.05,52140.32,13.84,2024-10-01,Kolkata,7,3
Wheat Flour,Grocery,Britannia,30.98,36.31,40.68,17.2,2025-03-26,Chennai,8,25
Gold 24K 1g,Gold,Market,7005.74,7955.08,8709.67,13.55,2024-08-18,Chennai,10,3
Dell Inspiron,Laptop,Asus,104032.44,123140.79,138973.47,18.37,2024-07-28,Delhi,8,21
Petrol 1L,Fuel,HP,90.83,96.64,100.97,6.4,2025-03-11,Hyderabad,4,6
Premium Rice 1kg,Rice,Local,72.33,86.19,97.75,19.16,2024-12-10,Hyderabad,6,13
Diesel 1L,Fuel,HP,76.84,96.32,113.41,25.35,2023-11-05,Bangalore,7,17
Gold 22K 1g,Gold,Market,4744.14,5865.9,6836.8,23.65,2023-12-22,Hyderabad,4,16
Dell Inspiron,Laptop,Asus,45807.74,49120.35,51606.86,7.23,2024-09-01,Hyderabad,3,7
Silver 1g,Silver,Market,98.06,119.2,137.19,21.56,2023-10-25,Chennai,3,7
Sugar 1kg,Grocery,Amul,63.3,67.78,71.14,7.08,2023-09-25,Chennai,1,11
Galaxy S24,Mobile,Realme,30354.28,36158.36,40998.08,19.12,2024-05-15,Hyderabad,3,5
Galaxy S24,Mobile,Realme,76569.22,75983.2,75576.13,-0.77,2023-08-01,Kolkata,6,3
OnePlus 12,Mobile,Samsung,48439.54,52432.44,55457.87,8.24,2023-05-27,Kolkata,3,14
Onion 1kg,Vegetable,Local,67.93,72.31,75.57,6.45,2023-02-25,Pune,9,23
Gold 22K 1g,Gold,Market,5225.82,5501.48,5704.62,5.27,2024-09-29,Pune,3,18
Wheat Flour,Grocery,Britannia,25.57,25.4,25.28,-0.66,2024-07-25,Kolkata,8,15
Silver 1g,Silver,Market,85.45,108.48,128.95,26.95,2024-03-25,Mumbai,4,18
Galaxy S24,Mobile,OnePlus,65896.95,75785.05,83745.34,15.01,2024-08-24,Pune,8,14
Gold 24K 1g,Gold,Market,6355.59,6519.69,6637.53,2.58,2025-01-26,Pune,2,13
Sugar 1kg,Grocery,Madhur,54.79,63.32,70.22,15.57,2023-04-16,Kolkata,3,11
Silver 1g,Silver,Market,71.49,79.05,84.9,10.57,2024-05-10,Chennai,8,9
Dell Inspiron,Laptop,Asus,31696.24,38113.03,43514.12,20.24,2024-04-03,Chennai,5,9
Bread,Grocery,Amul,73.74,91.03,105.97,23.45,2024-04-17,Chennai,10,11
Dell Inspiron,Laptop,Lenovo,116480.22,132552.12,145354.77,13.8,2025-01-27,Pune,2,1
Premium Rice 1kg,Rice,Fortune,89.25,96.66,102.28,8.3,2023-01-31,Pune,7,16
Dell Inspiron,Laptop,Asus,47833.99,54433.34,59690.21,13.8,2023-08-20,Hyderabad,3,15
Tomato 1kg,Vegetable,Local,70.28,83.78,95.05,19.21,2024-01-12,Pune,10,19
Diesel 1L,Fuel,IndianOil,86.76,93.14,97.93,7.35,2023-10-15,Chennai,4,25
HP Victus,Laptop,Asus,96980.47,123164.99,146442.99,27.0,2023-07-23,Chennai,7,21
Premium Rice 1kg,Rice,IndiaGate,78.63,79.94,80.87,1.67,2023-07-09,Pune,10,21
Galaxy S24,Mobile,Samsung,36318.86,40577.41,43907.93,11.73,2024-01-30,Bangalore,3,17
Tomato 1kg,Vegetable,Local,76.95,74.19,72.33,-3.59,2024-02-01,Bangalore,4,15
Gold 24K 1g,Gold,Market,5777.93,6304.0,6705.78,9.1,2024-06-16,Mumbai,9,0
Silver 1g,Silver,Market,70.34,80.79,89.19,14.86,2023-10-01,Delhi,10,9
Premium Rice 1kg,Rice,Local,54.58,60.22,64.58,10.33,2023-12-29,Kolkata,5,15
Asus TUF,Laptop,HP,109366.14,119337.29,126953.46,9.12,2024-11-03,Delhi,6,0
Redmi Note 14,Mobile,OnePlus,47968.01,55203.84,61032.97,15.08,2024-04-16,Kolkata,3,1
Petrol 1L,Fuel,HP,98.39,108.52,116.34,10.3,2024-08-14,Delhi,10,2
Sugar 1kg,Grocery,Madhur,89.92,109.77,126.73,22.08,2024-01-03,Hyderabad,8,16
