Product_Name,Category,Brand,Previous_Price,Current_Price,Growth_Rate,Future_Price,Date,Location,Discount,Quantity
OnePlus 12,Mobiles,OnePlus,86021.31,117540.59,0.3664,299862.0,2025-03-11,Lucknow,19.0,428
Banana 1dz,Fruits and Vegetables,Reliance Fresh,244.75,312.72,0.2777,652.29,2023-10-22,Ahmedabad,21.9,271
Programming Guide,Books,OReilly,2216.97,1978.79,-0.1074,1407.25,2023-06-03,Ahmedabad,10.2,110
Instant Coffee 250g,Grocery,Nescafe,501.25,325.39,-0.3508,89.03,2024-08-30,Chennai,15.0,234
Apple 1kg,Fruits and Vegetables,Nature Basket,136.25,149.72,0.0989,198.68,2025-07-24,Chennai,2.4,315
MacBook Air M3,Laptops,Apple,181949.45,177594.35,-0.0239,165162.74,2024-05-05,Kolkata,16.6,159
Electric Car,Vehicles,MG Motors,704502.54,797027.56,0.1313,1154002.37,2023-03-23,Hyderabad,1.7,394
Dell XPS 15,Laptops,Dell,199871.17,205586.86,0.0286,223735.51,2025-07-11,Ahmedabad,19.8,490
Silver Bangle 40g,Silver,Joyalukkas,23949.54,22400.47,-0.0647,18327.78,2024-09-29,Delhi,19.7,293
Sports Bike 300cc,Vehicles,Kawasaki,1542358.55,1377699.92,-0.1068,981749.7,2024-11-27,Chennai,17.3,328
Basmati Rice 5kg,Grocery,India Gate,1167.72,1159.45,-0.0071,1134.93,2024-02-18,Chennai,11.2,123
HP Spectre x360,Laptops,HP,177742.58,175928.69,-0.0102,170600.0,2024-01-05,Mumbai,18.8,265
Multivitamin 30tabs,Medicine,Abbott,711.94,794.12,0.1154,1101.99,2025-04-24,Lucknow,22.9,427
Wheat Flour 10kg,Grocery,Aashirvaad,684.63,707.77,0.0338,781.99,2025-02-05,Lucknow,18.9,16
Silver Bangle 40g,Silver,Joyalukkas,58420.35,72456.24,0.2403,138247.1,2023-07-23,Jaipur,25.5,375
Vitamin D3 60tabs,Medicine,Dr Reddys,432.98,576.27,0.3309,1358.51,2025-06-28,Hyderabad,24.1,139
Vivo X100,Mobiles,Vivo,84174.22,84757.65,0.0069,86524.27,2024-06-14,Bangalore,11.2,384
Realme GT 5 Pro,Mobiles,Realme,51212.0,61959.52,0.2099,109737.86,2023-11-04,Hyderabad,2.4,340
Xiaomi 14,Mobiles,Xiaomi,113144.41,112142.05,-0.0089,109174.43,2023-08-30,Mumbai,10.1,220
Bus Non-AC,Travel Tickets,KSRTC,13999.8,13047.02,-0.0681,10558.91,2025-11-10,Ahmedabad,3.3,24
Art & Design Book,Books,Phaidon,526.95,507.59,-0.0367,453.73,2024-12-05,Lucknow,20.2,340
Air Conditioner 1.5T,Home Appliances,Whirlpool,56398.13,65292.07,0.1577,101309.12,2023-06-20,Mumbai,21.9,251
Programming Guide,Books,OReilly,2994.23,2375.4,-0.2067,1185.9,2023-03-02,Ahmedabad,29.9,441
Sugar 5kg,Grocery,Trust,999.15,1108.25,0.1092,1512.4,2025-01-31,Bangalore,23.4,63
Spinach 500g,Fruits and Vegetables,More Supermarket,189.82,200.53,0.0564,236.41,2024-11-22,Pune,7.6,425
Paracetamol 500mg,Medicine,Cipla,459.88,563.43,0.2252,1036.24,2025-03-25,Ahmedabad,2.9,358
HP Spectre x360,Laptops,HP,69575.45,82253.84,0.1822,135903.0,2023-09-26,Lucknow,20.6,417
Amoxicillin 500mg,Medicine,Lupin,365.4,403.23,0.1035,541.84,2025-03-14,Hyderabad,22.1,160
Antacid Syrup 200ml,Medicine,Dabur,574.66,679.81,0.183,1125.49,2024-02-15,Jaipur,24.2,187
Gold Ring 5g,Gold,Senco Gold,53518.61,54857.86,0.025,59075.92,2024-10-20,Hyderabad,19.8,188
Mountain Bicycle,Vehicles,Hero Cycles,25956.59,26775.23,0.0315,29386.03,2023-07-01,Chennai,8.0,323
Electric Scooter,Vehicles,Ather,1056966.55,1329169.65,0.2575,2643044.03,2023-12-28,Jaipur,14.9,40
Google Pixel 8,Mobiles,Google,144849.68,174371.85,0.2038,304186.12,2023-11-24,Hyderabad,28.0,370
HP Pavilion 15,Laptops,HP,156166.46,173034.78,0.108,235370.86,2023-11-26,Bangalore,18.9,21
Silver Coin 100g,Silver,Malabar Gold,11952.65,14529.67,0.2156,26099.24,2023-10-16,Pune,24.3,92
ASUS ROG Strix,Laptops,ASUS,117533.09,134509.89,0.1444,201598.72,2023-09-20,Mumbai,15.8,217
CNG 1kg,Fuel,HP Gas,154.28,161.28,0.0454,184.26,2024-07-14,Ahmedabad,8.3,362
Compact SUV,Vehicles,Hyundai,2113500.48,2095562.55,-0.0085,2042578.63,2025-11-25,Mumbai,16.1,124
Aviation Fuel 1L,Fuel,IOCL,221.07,240.02,0.0857,307.17,2025-04-26,Hyderabad,28.1,424
Train Sleeper,Travel Tickets,IRCTC,35482.29,32332.18,-0.0888,24461.11,2023-11-29,Hyderabad,25.5,54
Air Purifier,Home Appliances,Philips,70540.57,71847.67,0.0185,75909.44,2023-01-05,Kolkata,9.4,20
"Tablet 10""",Electronics,Xiaomi,38091.31,45228.89,0.1874,75719.38,2025-10-11,Pune,12.7,264
CNG 1kg,Fuel,HP Gas,291.5,364.67,0.251,713.96,2024-02-27,Chennai,4.5,312
Tomato 1kg,Fruits and Vegetables,Local Market,47.16,48.5,0.0284,52.75,2025-10-04,Hyderabad,23.2,437
Metro Monthly Pass,Travel Tickets,DMRC,27655.38,29438.61,0.0645,35510.3,2023-03-26,Bangalore,8.9,407
Vivo X100,Mobiles,Vivo,141937.98,135414.76,-0.046,117573.96,2025-02-19,Jaipur,9.6,214
Onion 1kg,Fruits and Vegetables,BigBasket,300.76,331.29,0.1015,442.75,2023-05-26,Jaipur,16.4,328
MacBook Air M3,Laptops,Apple,249836.47,269595.88,0.0791,338764.84,2025-01-04,Kolkata,10.7,82
Basmati Rice 5kg,Grocery,India Gate,1368.68,1609.17,0.1757,2615.12,2024-11-19,Kolkata,24.3,303
Vivo X100,Mobiles,Vivo,109238.78,124160.26,0.1366,182307.93,2024-07-15,Hyderabad,24.7,259
Silver Ring 20g,Silver,Kalyan,20534.19,19713.01,-0.04,17440.81,2025-10-21,Ahmedabad,3.7,197
Smart Watch,Electronics,Apple,10213.08,13540.03,0.3258,31553.95,2024-01-24,Lucknow,29.6,154
Basmati Rice 5kg,Grocery,India Gate,1154.63,1280.67,0.1092,1747.7,2023-03-31,Bangalore,7.5,43
Dishwasher,Home Appliances,Bosch,6269.1,8292.88,0.3228,19194.99,2023-12-10,Pune,22.8,231
Sugar 5kg,Grocery,Trust,819.91,872.02,0.0636,1049.21,2025-02-15,Mumbai,16.6,27
Premium Tea 500g,Grocery,Tata Tea,654.69,768.11,0.1732,1240.34,2023-10-31,Lucknow,14.8,452
Silver Chain 50g,Silver,MMTC-PAMP,6421.76,5600.43,-0.1279,3714.67,2024-06-26,Jaipur,17.5,127
Science Encyclopedia,Books,DK Publishing,2612.39,2716.46,0.0398,3053.89,2024-03-03,Jaipur,8.5,486
"Smart TV 55""",Electronics,Samsung,62168.83,69721.73,0.1215,98348.1,2023-01-05,Bangalore,25.9,421
Engineering Textbook,Books,Pearson,608.64,557.88,-0.0834,429.62,2023-06-11,Chennai,3.1,285
iPhone 15 Pro,Mobiles,Apple,45773.07,44166.34,-0.0351,39676.95,2023-04-01,Pune,13.2,277
Toor Dal 2kg,Grocery,Tata,166.82,175.23,0.0504,203.08,2023-10-08,Kolkata,21.9,60
Silver Anklet 30g,Silver,Senco,58982.68,61582.32,0.0441,70094.24,2023-04-26,Delhi,4.3,496
Multivitamin 30tabs,Medicine,Abbott,165.13,163.69,-0.0087,159.45,2024-09-20,Mumbai,20.8,95
Flight Domestic,Travel Tickets,IndiGo,34110.6,38513.45,0.1291,55438.27,2024-06-27,Chennai,14.7,444
Mango 1kg,Fruits and Vegetables,DMart,32.15,36.41,0.1325,52.89,2023-07-13,Ahmedabad,28.6,122
Tomato 1kg,Fruits and Vegetables,Local Market,299.57,312.57,0.0434,355.06,2025-11-04,Ahmedabad,27.7,164
Dishwasher,Home Appliances,Bosch,34645.23,37593.69,0.0851,48031.29,2023-02-16,Chennai,4.4,166
Instant Coffee 250g,Grocery,Nescafe,361.34,357.2,-0.0115,345.02,2024-07-24,Lucknow,11.1,35
Gold Ring 5g,Gold,Senco Gold,51940.16,53879.73,0.0373,60136.55,2024-08-26,Jaipur,3.8,475
Banana 1dz,Fruits and Vegetables,Reliance Fresh,101.35,101.99,0.0063,103.93,2025-11-07,Jaipur,7.8,137
Gold 22K 10g,Gold,Malabar Gold,136609.97,152057.99,0.1131,209706.45,2024-12-28,Chennai,24.9,132
Sports Bike 300cc,Vehicles,Kawasaki,2290406.97,2609451.7,0.1393,3858900.27,2025-06-12,Lucknow,15.5,245
Notebook Set 5pcs,Books,Classmate,2636.14,2777.38,0.0536,3248.35,2023-06-28,Hyderabad,19.7,208
Carrot 1kg,Fruits and Vegetables,Star Bazaar,229.75,291.39,0.2683,594.48,2025-03-27,Lucknow,20.9,8
Gaming Console,Electronics,PlayStation,116657.18,109350.17,-0.0626,90072.93,2023-08-23,Ahmedabad,1.6,307
Air Conditioner 1.5T,Home Appliances,Whirlpool,29782.88,20439.32,-0.3137,6607.06,2024-05-07,Jaipur,9.7,362
Bluetooth Speaker,Electronics,Sony,49996.3,49271.17,-0.0145,47158.8,2025-03-16,Jaipur,18.1,381
Air Purifier,Home Appliances,Philips,73465.17,96252.03,0.3102,216482.44,2024-07-01,Jaipur,10.2,253
Art & Design Book,Books,Phaidon,579.3,797.91,0.3774,2085.13,2023-12-21,Lucknow,15.4,33
Refrigerator 300L,Home Appliances,Samsung,56770.84,71474.3,0.259,142635.33,2025-06-12,Lucknow,7.2,260
Silver Ring 20g,Silver,Kalyan,5217.32,4312.75,-0.1734,2435.79,2025-04-19,Pune,0.0,471
MacBook Air M3,Laptops,Apple,119211.32,153426.6,0.287,327066.68,2024-03-09,Jaipur,13.8,348
Mountain Bicycle,Vehicles,Hero Cycles,1840333.79,1710312.97,-0.0707,1372598.12,2025-06-18,Bangalore,10.6,239
Flight International,Travel Tickets,Air India,22499.69,26751.61,0.189,44967.16,2023-04-08,Hyderabad,19.0,66
Graphics Card RTX 4060,Computer Components,NVIDIA,21708.84,22565.13,0.0394,25338.8,2023-12-24,Mumbai,13.2,324
CNG 1kg,Fuel,HP Gas,831.25,1241.85,0.494,4141.15,2025-06-10,Hyderabad,5.3,444
"Smart TV 55""",Electronics,Samsung,59307.2,57923.4,-0.0233,53968.16,2024-02-25,Lucknow,12.4,156
Microwave Oven 25L,Home Appliances,IFB,35396.56,30284.45,-0.1444,18968.46,2023-08-07,Mumbai,29.6,472
Engineering Textbook,Books,Pearson,365.22,372.89,0.021,396.88,2023-09-19,Delhi,7.4,330
Sunflower Oil 5L,Grocery,Fortune,1111.0,1309.19,0.1784,2142.3,2024-08-01,Bangalore,6.0,449
Water Purifier RO,Home Appliances,Kent,18179.59,22152.31,0.2185,40077.04,2024-05-25,Jaipur,5.3,484
LPG Cylinder 14.2kg,Fuel,Indane,537.69,646.67,0.2027,1125.01,2025-08-09,Kolkata,1.2,445
Iodized Salt 1kg,Grocery,Catch,784.03,916.44,0.1689,1463.65,2025-09-27,Hyderabad,20.9,334
Antacid Syrup 200ml,Medicine,Dabur,695.03,749.01,0.0777,937.52,2023-08-21,Delhi,2.0,84
iPhone 15 Pro,Mobiles,Apple,147455.56,153304.63,0.0397,172297.67,2023-11-23,Delhi,12.5,303
Vivo X100,Mobiles,Vivo,91323.47,86444.32,-0.0534,73322.28,2024-08-27,Mumbai,29.3,338
Projector HD,Electronics,Epson,124406.22,130172.72,0.0464,149146.54,2024-07-11,Jaipur,16.4,61
iPhone 15 Pro,Mobiles,Apple,120912.53,139744.43,0.1557,215709.79,2024-11-16,Delhi,9.9,286
"Monitor 27"" 165Hz",Computer Components,LG,27529.03,25914.35,-0.0587,21613.47,2023-08-28,Mumbai,18.9,434
Wireless Earbuds,Electronics,JBL,21051.3,21011.17,-0.0019,20891.63,2023-10-07,Kolkata,1.1,164
Sedan Car,Vehicles,Maruti Suzuki,1410283.48,1316440.59,-0.0665,1070888.44,2024-05-18,Pune,2.3,351
Gold Chain 10g,Gold,PC Jeweller,94162.58,104450.19,0.1093,142579.23,2024-06-02,Bangalore,17.3,417
Vitamin D3 60tabs,Medicine,Dr Reddys,260.56,251.11,-0.0363,224.74,2024-04-01,Ahmedabad,3.1,124
Silk Saree,Clothing,Fabindia,14623.18,10239.66,-0.2998,3515.21,2023-08-12,Delhi,27.0,47
Diesel 1L,Fuel,Bharat Petroleum,180.23,211.3,0.1724,340.51,2024-11-13,Mumbai,29.1,159
"Tablet 10""",Electronics,Xiaomi,110201.2,133666.2,0.2129,238504.51,2023-05-25,Chennai,9.0,9
Fiction Novel,Books,Penguin,917.82,794.83,-0.134,516.21,2024-09-26,Chennai,16.6,455
Compact SUV,Vehicles,Hyundai,1167668.48,1376441.52,0.1788,2254644.87,2025-01-11,Ahmedabad,12.6,5
Refrigerator 300L,Home Appliances,Samsung,77703.09,72056.82,-0.0727,57456.06,2025-01-20,Delhi,15.2,97
Vacuum Cleaner,Home Appliances,Dyson,59738.95,66670.51,0.116,92667.27,2023-12-12,Lucknow,8.7,38
Vacuum Cleaner,Home Appliances,Dyson,67286.75,74055.99,0.1006,98729.9,2025-07-30,Kolkata,20.9,57
Ethnic Dress,Clothing,Biba,3405.97,4318.23,0.2678,8799.5,2024-12-11,Jaipur,11.4,496
Vacuum Cleaner,Home Appliances,Dyson,50995.68,56199.29,0.102,75210.0,2024-08-10,Chennai,28.2,430
Engineering Textbook,Books,Pearson,2703.43,3038.17,0.1238,4312.0,2023-06-10,Delhi,19.2,390
Antacid Syrup 200ml,Medicine,Dabur,74.61,66.13,-0.1137,46.04,2023-01-19,Lucknow,20.0,140
Denim Jeans,Clothing,Levis,11341.41,14205.57,0.2525,27912.06,2025-09-08,Lucknow,26.5,433
Smart Watch,Electronics,Apple,74373.32,85910.46,0.1551,132405.13,2025-01-18,Pune,9.4,385
Train Sleeper,Travel Tickets,IRCTC,5567.64,6210.18,0.1154,8617.79,2023-06-12,Pune,5.2,372
DSLR Camera,Electronics,Canon,33812.54,34547.89,0.0217,36846.12,2023-02-08,Lucknow,2.7,475
Xiaomi 14,Mobiles,Xiaomi,27733.62,28555.43,0.0296,31166.95,2023-08-06,Ahmedabad,6.0,103
ASUS ROG Strix,Laptops,ASUS,99067.88,123210.38,0.2437,237025.02,2025-07-20,Ahmedabad,18.7,136
Gold Ring 5g,Gold,Senco Gold,75009.33,80315.14,0.0707,98582.73,2024-11-29,Mumbai,14.4,96
Compact SUV,Vehicles,Hyundai,1538365.4,1604457.04,0.043,1820459.49,2025-04-17,Pune,2.4,73
Silver Anklet 30g,Silver,Senco,83697.28,80483.24,-0.0384,71563.05,2025-02-25,Kolkata,14.4,397
Silver Chain 50g,Silver,MMTC-PAMP,22669.8,23455.83,0.0347,25983.29,2024-07-06,Pune,7.9,270
Premium Tea 500g,Grocery,Tata Tea,1220.33,1232.65,0.0101,1270.38,2024-04-02,Kolkata,3.5,45
Nothing Phone 2,Mobiles,Nothing,109805.38,98591.14,-0.1021,71371.0,2024-09-05,Ahmedabad,24.5,189
Diesel 1L,Fuel,Bharat Petroleum,622.59,673.06,0.0811,850.46,2025-06-30,Mumbai,18.7,479
Silver Coin 100g,Silver,Malabar Gold,79062.21,101546.27,0.2844,215161.65,2023-12-18,Hyderabad,21.0,364
Vitamin D3 60tabs,Medicine,Dr Reddys,638.1,698.2,0.0942,914.68,2023-04-24,Pune,11.5,223
DSLR Camera,Electronics,Canon,123289.85,114295.33,-0.073,91047.43,2025-06-18,Chennai,0.1,133
Kerosene 1L,Fuel,BPCL,240.85,225.65,-0.0631,185.57,2023-08-13,Bangalore,0.9,105
Compact SUV,Vehicles,Hyundai,1137003.33,1163988.57,0.0237,1248725.05,2024-11-16,Hyderabad,24.0,134
Art & Design Book,Books,Phaidon,3035.19,2792.77,-0.0799,2175.41,2024-01-07,Kolkata,24.3,423
Graphics Card RTX 4060,Computer Components,NVIDIA,38269.2,46943.95,0.2267,86655.22,2025-07-16,Bangalore,10.9,140
Dell XPS 15,Laptops,Dell,198581.59,196214.83,-0.0119,189292.99,2025-01-03,Ahmedabad,21.1,219
Winter Jacket,Clothing,Woodland,603.74,563.62,-0.0665,458.49,2024-12-13,Hyderabad,23.6,147
Silk Saree,Clothing,Fabindia,10819.01,11680.01,0.0796,14697.11,2023-05-25,Bangalore,8.5,309
Winter Jacket,Clothing,Woodland,13868.57,11246.19,-0.1891,5996.63,2024-12-29,Bangalore,17.7,445
Nothing Phone 2,Mobiles,Nothing,104942.31,121176.86,0.1547,186563.72,2025-05-18,Jaipur,11.4,118
Spinach 500g,Fruits and Vegetables,More Supermarket,62.22,45.72,-0.2652,18.14,2023-12-31,Jaipur,12.9,174
Kurta Set,Clothing,Manyavar,1863.55,2038.67,0.094,2669.31,2023-11-07,Chennai,22.8,452
Mountain Bicycle,Vehicles,Hero Cycles,1656527.02,1908304.15,0.152,2917460.82,2023-09-04,Chennai,19.0,385
Formal Shirt,Clothing,Raymond,13085.53,14379.5,0.0989,19081.75,2024-06-21,Lucknow,3.9,95
Compact SUV,Vehicles,Hyundai,2222403.65,2570047.66,0.1564,3974343.74,2024-11-29,Kolkata,3.3,48
Silk Saree,Clothing,Fabindia,8949.45,9294.0,0.0385,10409.32,2025-06-12,Chennai,8.7,428
Diesel 1L,Fuel,Bharat Petroleum,110.65,109.06,-0.0144,104.42,2023-08-23,Delhi,4.8,406
Gold 22K 10g,Gold,Malabar Gold,127097.51,166305.29,0.3085,372586.61,2023-05-05,Kolkata,29.8,162
MSI Creator 16,Laptops,MSI,241462.2,268716.65,0.1129,370393.2,2024-09-13,Ahmedabad,22.4,421
Mountain Bicycle,Vehicles,Hero Cycles,1225514.72,1547172.02,0.2625,3113384.53,2024-11-19,Bangalore,23.9,486
Ferry Ticket,Travel Tickets,Govt Ferry,32307.82,31839.12,-0.0145,30474.1,2024-03-28,Lucknow,11.2,199
Mango 1kg,Fruits and Vegetables,DMart,44.62,47.79,0.071,58.71,2023-08-16,Delhi,29.4,209
Bus Non-AC,Travel Tickets,KSRTC,13916.89,16202.33,0.1642,25565.85,2023-11-15,Kolkata,6.5,158
Graphics Card RTX 4060,Computer Components,NVIDIA,32034.21,34328.57,0.0716,42242.91,2025-07-04,Pune,17.1,490
Winter Jacket,Clothing,Woodland,1995.78,2483.0,0.2441,4781.26,2023-04-12,Mumbai,10.2,492
Toor Dal 2kg,Grocery,Tata,982.22,937.15,-0.0459,813.94,2025-01-05,Delhi,8.8,257
Reference Manual,Books,McGraw Hill,2863.21,2723.89,-0.0487,2345.0,2023-07-18,Pune,5.8,67
OnePlus 12,Mobiles,OnePlus,72897.02,90970.83,0.2479,176783.41,2023-01-02,Pune,6.1,353
Nothing Phone 2,Mobiles,Nothing,24146.65,25959.75,0.0751,32258.72,2025-10-17,Ahmedabad,9.5,255
"Tablet 10""",Electronics,Xiaomi,100760.24,108018.4,0.072,133070.59,2023-03-04,Pune,24.1,84
Sedan Car,Vehicles,Maruti Suzuki,1320405.37,1291466.38,-0.0219,1208461.67,2024-11-24,Chennai,24.3,21
Train AC 2-Tier,Travel Tickets,IRCTC,21491.76,25540.83,0.1884,42866.98,2023-05-28,Ahmedabad,3.1,191
Gold 22K 10g,Gold,Malabar Gold,119564.35,108859.69,-0.0895,82168.8,2025-09-01,Jaipur,2.9,409
MSI Creator 16,Laptops,MSI,111318.22,137767.22,0.2376,261148.06,2025-02-02,Mumbai,8.5,180
Gold Bangle 20g,Gold,Joyalukkas,132313.62,137814.3,0.0416,155738.93,2025-12-21,Bangalore,18.8,271
Formal Shirt,Clothing,Raymond,2123.32,2189.35,0.0311,2400.03,2024-02-26,Bangalore,0.7,455
Winter Jacket,Clothing,Woodland,6492.19,6466.66,-0.0039,6391.29,2024-07-14,Jaipur,12.9,246
"Monitor 27"" 165Hz",Computer Components,LG,44929.46,44274.89,-0.0146,42363.82,2025-05-21,Delhi,14.4,114
Washing Machine 7kg,Home Appliances,LG,67618.84,82903.63,0.226,152772.42,2023-04-07,Chennai,8.1,274
"Smart TV 55""",Electronics,Samsung,149461.1,142488.95,-0.0466,123482.85,2024-09-13,Ahmedabad,20.1,3
Motherboard Z790,Computer Components,ASUS,59527.38,53777.99,-0.0966,39650.15,2023-07-07,Kolkata,27.2,143
Silver Ring 20g,Silver,Kalyan,14120.23,18724.73,0.3261,43666.1,2023-12-19,Mumbai,22.2,137
Spinach 500g,Fruits and Vegetables,More Supermarket,86.72,86.5,-0.0025,85.85,2023-03-18,Chennai,4.9,444
Gold Ring 5g,Gold,Senco Gold,55798.49,62065.19,0.1123,85411.02,2024-11-07,Lucknow,3.1,11
LPG Cylinder 14.2kg,Fuel,Indane,1139.63,1337.75,0.1738,2163.5,2023-05-16,Hyderabad,27.8,30
Silver Ring 20g,Silver,Kalyan,34626.13,44913.41,0.2971,98015.87,2025-01-03,Lucknow,28.3,85
Compact SUV,Vehicles,Hyundai,144537.21,154577.7,0.0695,189098.99,2023-11-04,Lucknow,13.6,305
Xiaomi 14,Mobiles,Xiaomi,122557.63,125278.77,0.0222,133808.93,2025-05-19,Delhi,12.9,422
Bus Volvo AC,Travel Tickets,RedBus,1972.52,2434.33,0.2341,4575.42,2024-05-06,Mumbai,1.8,123
Mango 1kg,Fruits and Vegetables,DMart,88.88,92.25,0.0379,103.14,2023-02-17,Kolkata,28.4,7
Antacid Syrup 200ml,Medicine,Dabur,268.99,281.63,0.047,323.24,2025-07-20,Bangalore,26.9,126
Iodized Salt 1kg,Grocery,Catch,1137.45,1250.01,0.099,1659.23,2025-03-26,Jaipur,5.8,385
Reference Manual,Books,McGraw Hill,362.65,423.85,0.1688,676.76,2023-09-21,Kolkata,8.6,281
Silver Coin 100g,Silver,Malabar Gold,71903.77,92608.63,0.288,197878.7,2024-05-11,Kolkata,8.3,231
Smart Watch,Electronics,Apple,7579.19,8483.46,0.1193,11896.32,2024-05-29,Jaipur,2.7,206
"Monitor 27"" 165Hz",Computer Components,LG,56266.81,58957.45,0.0478,67822.51,2025-11-18,Mumbai,12.4,334
Motorcycle 150cc,Vehicles,Royal Enfield,2009379.3,2279213.1,0.1343,3326356.01,2025-05-03,Hyderabad,12.1,461
Banana 1dz,Fruits and Vegetables,Reliance Fresh,184.71,184.32,-0.0021,183.16,2024-05-03,Hyderabad,25.9,315
Flight International,Travel Tickets,Air India,2706.75,2791.39,0.0313,3061.79,2025-04-23,Bangalore,7.3,96
Motherboard Z790,Computer Components,ASUS,9805.83,8890.77,-0.0933,6627.2,2024-08-19,Bangalore,21.7,364
"Smart TV 55""",Electronics,Samsung,64267.02,59237.26,-0.0783,46383.52,2024-11-02,Ahmedabad,15.3,212
Train Sleeper,Travel Tickets,IRCTC,777.13,933.13,0.2007,1615.27,2025-04-24,Pune,10.4,166
Microwave Oven 25L,Home Appliances,IFB,67872.7,79449.65,0.1706,127443.46,2023-06-18,Jaipur,27.5,350
CNG 1kg,Fuel,HP Gas,701.68,757.74,0.0799,954.27,2023-05-18,Delhi,17.0,499
Processor i7 14th Gen,Computer Components,Intel,36951.54,38820.77,0.0506,45016.98,2025-11-25,Ahmedabad,14.8,169
Silk Saree,Clothing,Fabindia,5299.81,6317.62,0.192,10699.96,2024-11-22,Kolkata,27.2,267
iPhone 15 Pro,Mobiles,Apple,54002.01,56512.05,0.0465,64767.74,2025-10-05,Delhi,2.9,455
Winter Jacket,Clothing,Woodland,13021.11,16369.47,0.2571,32519.52,2023-03-15,Bangalore,7.6,397
Dishwasher,Home Appliances,Bosch,36021.48,36785.8,0.0212,39175.33,2025-10-14,Ahmedabad,9.1,105
Diesel 1L,Fuel,Bharat Petroleum,1137.63,1409.51,0.239,2680.91,2024-09-20,Lucknow,22.4,293
Vivo X100,Mobiles,Vivo,20218.66,22607.76,0.1182,31609.38,2023-10-30,Lucknow,21.1,73
Iodized Salt 1kg,Grocery,Catch,325.29,303.9,-0.0658,247.77,2024-02-15,Chennai,23.6,175
Wheat Flour 10kg,Grocery,Aashirvaad,164.88,196.42,0.1913,332.08,2023-05-05,Mumbai,11.3,456
Washing Machine 7kg,Home Appliances,LG,53795.91,42369.35,-0.2124,20699.93,2025-05-27,Kolkata,10.9,404
Air Conditioner 1.5T,Home Appliances,Whirlpool,49908.93,42055.05,-0.1574,25158.37,2023-07-05,Bangalore,15.2,125
Samsung Galaxy S24,Mobiles,Samsung,29294.97,32988.92,0.1261,47108.47,2024-10-11,Delhi,13.5,349
Google Pixel 8,Mobiles,Google,83913.33,89504.64,0.0666,108605.12,2024-12-14,Ahmedabad,2.9,370
Ferry Ticket,Travel Tickets,Govt Ferry,5951.33,8623.36,0.449,26235.04,2024-02-10,Pune,27.7,188
Diesel 1L,Fuel,Bharat Petroleum,967.35,1219.42,0.2606,2442.78,2025-07-28,Pune,5.0,1
RAM DDR5 16GB,Computer Components,Corsair,68423.98,61849.74,-0.0961,45677.15,2023-08-27,Kolkata,7.4,233
LPG Cylinder 14.2kg,Fuel,Indane,46.92,57.76,0.231,107.75,2025-02-17,Pune,12.0,440
Gold Ring 5g,Gold,Senco Gold,76259.57,99254.89,0.3015,218818.7,2023-08-02,Kolkata,28.8,129
Petrol 1L,Fuel,Indian Oil,270.71,329.66,0.2178,595.38,2023-05-27,Delhi,7.6,487
Mango 1kg,Fruits and Vegetables,DMart,254.71,328.27,0.2888,702.73,2024-12-26,Ahmedabad,22.0,449
Train Sleeper,Travel Tickets,IRCTC,10895.4,13865.66,0.2726,28576.98,2023-06-09,Bangalore,4.9,187
Spinach 500g,Fruits and Vegetables,More Supermarket,270.06,297.51,0.1016,397.72,2025-11-30,Jaipur,28.7,483
Silver Bar 1kg,Silver,Tanishq,37325.9,41307.17,0.1067,55990.61,2025-03-17,Bangalore,2.5,263
Cabinet Mid Tower,Computer Components,NZXT,59491.74,60226.52,0.0124,62494.84,2024-03-11,Lucknow,19.6,423
CNG 1kg,Fuel,HP Gas,1105.45,1240.42,0.1221,1752.52,2025-08-20,Jaipur,14.6,388
Acer Nitro 5,Laptops,Acer,157833.89,180449.61,0.1433,269672.44,2025-06-12,Kolkata,18.8,244
Hatchback Car,Vehicles,Tata Motors,618603.03,765757.62,0.2379,1452606.61,2023-05-16,Bangalore,26.1,468
OnePlus 12,Mobiles,OnePlus,146560.45,160417.65,0.0945,210329.14,2025-03-17,Hyderabad,23.8,174
Sugar 5kg,Grocery,Trust,1003.36,1341.25,0.3368,3204.12,2023-12-26,Delhi,17.6,382
"Tablet 10""",Electronics,Xiaomi,86508.25,72460.78,-0.1624,42580.72,2023-10-12,Delhi,20.8,31
Gaming Console,Electronics,PlayStation,53737.95,55495.48,0.0327,61119.55,2025-08-06,Mumbai,18.8,329
Washing Machine 7kg,Home Appliances,LG,75603.52,83346.71,0.1024,111662.17,2025-11-24,Delhi,17.6,433
Acer Nitro 5,Laptops,Acer,128816.77,153541.61,0.1919,259983.36,2023-09-27,Chennai,19.6,298
Onion 1kg,Fruits and Vegetables,BigBasket,204.67,170.88,-0.1651,99.45,2024-03-08,Jaipur,8.9,488
Silver Bangle 40g,Silver,Joyalukkas,85412.71,98847.63,0.1573,153216.0,2024-04-07,Pune,17.4,417
Air Conditioner 1.5T,Home Appliances,Whirlpool,48425.71,50463.73,0.0421,57109.39,2023-06-17,Jaipur,13.5,66
Reference Manual,Books,McGraw Hill,993.34,798.36,-0.1963,414.46,2025-03-01,Hyderabad,10.0,353
Science Encyclopedia,Books,DK Publishing,901.75,878.49,-0.0258,812.23,2023-05-30,Bangalore,26.2,395
